step,spectral,movement,compositional,aperture
0,0.39902323484420776,0.0,0.031921859830617905,0.05000000074505806
10,0.4149482846260071,4.898417949676514,1.0,1.0
20,0.46211355924606323,1.009082317352295,1.0,1.0
30,0.49113959074020386,0.21422071754932404,0.7185947895050049,0.3573625087738037
40,0.599384605884552,0.08029606938362122,0.593674898147583,0.2662319540977478
50,0.5764931440353394,0.0,0.5269837379455566,0.19760653376579285
60,0.4801006317138672,0.0,0.5050091743469238,0.26143714785575867
70,0.5451891422271729,0.0,0.5113816261291504,0.2586439549922943
80,0.5862778425216675,0.0,0.503903865814209,0.20702451467514038
90,0.41274744272232056,0.026508094742894173,0.4963867664337158,0.24491152167320251
100,0.5353775024414062,0.00339527428150177,0.4959821403026581,0.23696455359458923
110,0.5231483578681946,0.0,0.5104746222496033,0.22142425179481506
120,0.39954447746276855,0.0,0.49845650792121887,0.25503960251808167
130,0.3957536816596985,0.0,0.4930821359157562,0.24543559551239014
140,0.5396664142608643,0.0026028507854789495,0.49939003586769104,0.18156811594963074
150,0.4242250323295593,0.003778021316975355,0.4974944591522217,0.19185294210910797
160,0.4119507670402527,0.0,0.5117527842521667,0.2726689577102661
170,0.5271317958831787,0.0,0.5113816857337952,0.19378256797790527
180,0.5740236043930054,0.0,0.5351136922836304,0.21598313748836517
190,0.4150732159614563,0.016515661031007767,0.5222075581550598,0.21565315127372742
200,0.5898824334144592,0.0,0.514839768409729,0.18511711061000824
210,0.3739304542541504,0.01671125926077366,0.4990023672580719,0.2418413758277893
220,0.5098187923431396,0.00003761142579605803,0.5047179460525513,0.22759971022605896
230,0.4829161763191223,0.0,0.4888125956058502,0.21629410982131958
240,0.41341519355773926,0.0,0.4997774660587311,0.23427459597587585
250,0.62699294090271,0.0,0.5159478783607483,0.24918952584266663
260,0.4266282320022583,0.008467343635857105,0.49434947967529297,0.22375887632369995
270,0.512653112411499,0.02294645458459854,0.5022903084754944,0.18954229354858398
280,0.5439327359199524,0.012377431616187096,0.4945966303348541,0.1884695291519165
290,0.610084056854248,0.0,0.5214474201202393,0.2675459384918213
300,0.5888984203338623,0.019977204501628876,0.5227628350257874,0.239893838763237
310,0.6203553676605225,0.007701080292463303,0.5510520339012146,0.27280381321907043
320,0.5141687393188477,0.010643182322382927,0.5523500442504883,0.25393354892730713
330,0.47910451889038086,0.0,0.5563483238220215,0.2917894423007965
340,0.5224182605743408,0.0,0.5594366788864136,0.2565505802631378
350,0.6620879769325256,0.0,0.575027585029602,0.2827626168727875
360,0.7013282775878906,0.01304287277162075,0.6089925765991211,0.3172253668308258
370,0.5807497501373291,0.0,0.6158878207206726,0.3021441102027893
380,0.5648864507675171,0.0,0.6132069826126099,0.2843877375125885
390,0.7039210796356201,0.0,0.6023834347724915,0.2465418428182602
400,0.6351077556610107,0.03299598768353462,0.6186288595199585,0.2825186848640442
410,0.5835403800010681,0.018996698781847954,0.6253570914268494,0.2932836711406708
420,0.7193104028701782,0.023869967088103294,0.6536056995391846,0.32586386799812317
430,0.6462935209274292,0.027167974039912224,0.6449541449546814,0.3095853328704834
440,0.6816235780715942,0.0,0.658574104309082,0.28277719020843506
450,0.6735785007476807,0.0,0.6581143736839294,0.3074863851070404
460,0.7321444749832153,0.0,0.6744697093963623,0.2871166169643402
470,0.7940444946289062,0.012254717759788036,0.6972122192382812,0.3186280131340027
480,0.6626301407814026,0.016443263739347458,0.6877875924110413,0.3499860167503357
490,0.5949698686599731,0.07729707658290863,0.6868257522583008,0.3741350471973419
500,0.6399773359298706,0.022189239040017128,0.7069304585456848,0.3316935896873474
510,0.6471344232559204,0.0,0.7132479548454285,0.33271652460098267
520,0.7111718058586121,0.0,0.7190062999725342,0.3205817639827728
530,0.7209530472755432,0.0,0.7248581647872925,0.3436577618122101
540,0.7895321249961853,0.0,0.7397004961967468,0.3482966721057892
550,0.7061209082603455,0.0,0.7544253468513489,0.3500406742095947
560,0.6865192651748657,0.018679127097129822,0.753274142742157,0.3577066659927368
570,0.6999257802963257,0.0,0.744123101234436,0.3438076376914978
580,0.6867308020591736,0.004843129310756922,0.7245389223098755,0.3115687668323517
590,0.8203701376914978,0.0,0.7302324175834656,0.318589448928833
600,0.6510366201400757,0.013270087540149689,0.732032835483551,0.3110424280166626
610,0.8110435605049133,0.04243168607354164,0.732944667339325,0.3350300192832947
620,0.7074590921401978,0.0,0.7404853105545044,0.3284335732460022
630,0.691458523273468,0.0,0.7457785606384277,0.3605629503726959
640,0.7364717721939087,0.005835297983139753,0.7500450015068054,0.34336110949516296
650,0.7171630859375,0.025722799822688103,0.75456303358078,0.3614656329154968
660,0.7209837436676025,0.010438892990350723,0.7264891862869263,0.31954342126846313
670,0.6853784322738647,0.0,0.7373121380805969,0.36254215240478516
680,0.6982299089431763,0.0,0.7458963394165039,0.3672944903373718
690,0.7004905343055725,0.03502201288938522,0.7542262673377991,0.3292788863182068
700,0.8163717985153198,0.019192000851035118,0.7577918767929077,0.32873430848121643
710,0.7975198030471802,0.0,0.7711840867996216,0.3694964051246643
720,0.8221156001091003,0.0,0.7855402231216431,0.3531082272529602
730,0.7655456066131592,0.01743118092417717,0.8005110621452332,0.36930418014526367
740,0.8690494894981384,0.027469702064990997,0.8052811622619629,0.3697803020477295
750,0.7759856581687927,0.013850339688360691,0.8009331226348877,0.37124449014663696
760,0.7598189115524292,0.0020543772261589766,0.7944504618644714,0.36168214678764343
770,0.7394536733627319,0.0016022311756387353,0.7889659404754639,0.3732737898826599
780,0.8226220607757568,0.0,0.7924697399139404,0.3345649838447571
790,0.8283678889274597,0.0,0.804267406463623,0.34683698415756226
800,0.8077720403671265,0.0,0.8112724423408508,0.35825634002685547
810,0.8016970753669739,0.004338311962783337,0.8043677806854248,0.35426872968673706
820,0.7875125408172607,0.0,0.807558000087738,0.3603309988975525
830,0.79682457447052,0.0,0.791766881942749,0.33601197600364685
840,0.8214690089225769,0.0,0.8045588731765747,0.3632400929927826
850,0.8584524393081665,0.0,0.8166365027427673,0.378587543964386
860,0.8028953075408936,0.0,0.8054958581924438,0.3380535840988159
870,0.8392446041107178,0.024765729904174805,0.8107877969741821,0.34499281644821167
880,0.7830531597137451,0.0,0.811959981918335,0.38055774569511414
890,0.8148788213729858,0.0,0.8197978138923645,0.3568909466266632
900,0.8635631799697876,0.0,0.8127453327178955,0.3391515910625458
910,0.809780478477478,0.01032506674528122,0.8220999240875244,0.37654027342796326
920,0.8675583600997925,0.02748814970254898,0.834396481513977,0.38627108931541443
930,0.8319126963615417,0.05251612141728401,0.8410062193870544,0.41202324628829956
940,0.890871524810791,0.0024884031154215336,0.8470816612243652,0.3761655390262604
950,0.8558224439620972,0.0,0.8468841314315796,0.35869020223617554
960,0.8783262968063354,0.0,0.8427587151527405,0.38121575117111206
970,0.7841266989707947,0.01917540282011032,0.8392882943153381,0.37132978439331055
980,0.8346466422080994,0.0,0.8509657979011536,0.3944266438484192
990,0.8441035747528076,0.0,0.8534972071647644,0.3923056125640869
1000,0.8363131880760193,0.0071202898398041725,0.8520432710647583,0.3816893696784973
1010,0.8402159214019775,0.015214589424431324,0.857390820980072,0.4019629955291748
1020,0.8081006407737732,0.0,0.8561752438545227,0.3991994559764862
1030,0.8746175169944763,0.0,0.859897255897522,0.3660264015197754
1040,0.826323926448822,0.010051610879600048,0.8599549531936646,0.40289974212646484
1050,0.8286842107772827,0.01582980714738369,0.8560214042663574,0.39733946323394775
1060,0.8831238746643066,0.0,0.8633486032485962,0.37804150581359863
1070,0.8810307383537292,0.0,0.8659797310829163,0.38618868589401245
1080,0.8395593762397766,0.0179703738540411,0.8664716482162476,0.4099157154560089
1090,0.7936956882476807,0.04118148609995842,0.8652933239936829,0.4064646065235138
1100,0.9018582105636597,0.0024832370691001415,0.8635315895080566,0.3796672821044922
1110,0.8279080390930176,0.0,0.859717845916748,0.3936464190483093
1120,0.8281061053276062,0.0,0.8581939935684204,0.3818662166595459
1130,0.8796422481536865,0.030932659283280373,0.8589372634887695,0.3891544044017792
1140,0.8663116097450256,0.022717662155628204,0.8587033152580261,0.40637287497520447
1150,0.9079481363296509,0.0,0.8575074672698975,0.3793747127056122
1160,0.8970769047737122,0.0,0.8690425157546997,0.38580214977264404
1170,0.8575092554092407,0.0,0.8734415769577026,0.40652692317962646
1180,0.8294683694839478,0.005999555811285973,0.8736362457275391,0.396078497171402
1190,0.8661597967147827,0.0,0.8770468235015869,0.40008610486984253
1200,0.8455362319946289,0.0046790712513029575,0.8790130615234375,0.3923477530479431
1210,0.8730079531669617,0.018078917637467384,0.8711099028587341,0.40313419699668884
1220,0.8485383987426758,0.04413687437772751,0.8708924651145935,0.4241380989551544
1230,0.9002549052238464,0.0,0.8729724884033203,0.38834381103515625
1240,0.911290168762207,0.0013747643679380417,0.8836002945899963,0.39224478602409363
1250,0.905322253704071,0.0,0.8826678991317749,0.39577239751815796
1260,0.9011613726615906,0.002859777072444558,0.8830515742301941,0.4099350571632385
1270,0.8604981303215027,0.00885384064167738,0.8826352953910828,0.40520501136779785
1280,0.8755662441253662,0.0,0.8729674816131592,0.385257750749588
1290,0.8665193915367126,0.006859183311462402,0.8782921433448792,0.3992953896522522
1300,0.9024668335914612,0.0,0.8845013380050659,0.3987131714820862
1310,0.8968117833137512,0.023350415751338005,0.8791453838348389,0.41959452629089355
1320,0.9039304256439209,0.00016764478641562164,0.8808842897415161,0.38872092962265015
1330,0.8868836164474487,0.023028017953038216,0.8910002708435059,0.4044780731201172
1340,0.8894845247268677,0.0,0.8941541910171509,0.40698862075805664
1350,0.8668516278266907,0.0,0.8963931798934937,0.40789365768432617
1360,0.8806629776954651,0.0,0.889531672000885,0.3973906636238098
1370,0.9224991202354431,0.006533091887831688,0.8931732773780823,0.4037370979785919
1380,0.900853157043457,0.0011997451074421406,0.8979688882827759,0.41361117362976074
1390,0.8934256434440613,0.02600065991282463,0.8934664726257324,0.4141203463077545
1400,0.8492996692657471,0.0,0.890815794467926,0.41397231817245483
1410,0.8560863733291626,0.0,0.8796715140342712,0.37882310152053833
1420,0.9000269770622253,0.0,0.8850776553153992,0.3999759554862976
1430,0.9103745818138123,0.0,0.8883722424507141,0.4127022922039032
1440,0.8838446140289307,0.007380617316812277,0.8879405856132507,0.4076266586780548
1450,0.8657758831977844,0.060218311846256256,0.8937287330627441,0.43347251415252686
1460,0.898999810218811,0.023785842582583427,0.894435465335846,0.4068823456764221
1470,0.8460109829902649,0.01082702912390232,0.8978593945503235,0.41011518239974976
1480,0.9088385105133057,0.045413486659526825,0.8953638076782227,0.40548673272132874
1490,0.9336888790130615,0.0,0.9011097550392151,0.4153158962726593
1500,0.9269487261772156,0.0,0.905990481376648,0.39896059036254883
1510,0.8970423340797424,0.0,0.9048609137535095,0.405985027551651
1520,0.9106489419937134,0.009863000363111496,0.9077495336532593,0.42150717973709106
1530,0.9076162576675415,0.0017863287357613444,0.9086657762527466,0.41834649443626404
1540,0.9281437397003174,0.0,0.9043647050857544,0.41655877232551575
1550,0.8772921562194824,0.0,0.9033202528953552,0.41825786232948303
1560,0.9300995469093323,0.03011966496706009,0.9036028385162354,0.41455426812171936
1570,0.8692723512649536,0.0,0.9051641821861267,0.39963608980178833
1580,0.9302195906639099,0.0,0.9089241027832031,0.4030841290950775
1590,0.9296082854270935,0.0,0.9096412658691406,0.3975208103656769
1600,0.8803172707557678,0.0,0.8980130553245544,0.3996043801307678
1610,0.8826242685317993,0.019628606736660004,0.9026464819908142,0.4109835922718048
1620,0.9228090047836304,0.025121008977293968,0.9090100526809692,0.4197823405265808
1630,0.8964328765869141,0.05887467414140701,0.9120526313781738,0.42525482177734375
1640,0.9187708497047424,0.0,0.9132106900215149,0.4141045808792114
1650,0.9154939651489258,0.0,0.9190276861190796,0.42037639021873474
1660,0.9312843680381775,0.02997329644858837,0.9220082759857178,0.42235323786735535
1670,0.9264780879020691,0.05043680965900421,0.9154723882675171,0.42618733644485474
1680,0.9369059801101685,0.0,0.9197161197662354,0.4235462248325348
1690,0.9239994883537292,0.0,0.9132004380226135,0.40971890091896057
1700,0.9051442742347717,0.0,0.9120060801506042,0.42036157846450806
1710,0.917936384677887,0.0,0.9177291393280029,0.41881129145622253
1720,0.9160774350166321,0.0,0.9146991968154907,0.4227338135242462
1730,0.9144111275672913,0.03197817504405975,0.9174633622169495,0.4242287874221802
1740,0.899207592010498,0.01238180510699749,0.9181725382804871,0.4221433997154236
1750,0.9347105026245117,0.010661162436008453,0.9168363213539124,0.4264129400253296
1760,0.939895749092102,0.0,0.9191684126853943,0.4076748490333557
1770,0.9325016736984253,0.0,0.9245260953903198,0.41814666986465454
1780,0.9326971769332886,0.03393096104264259,0.9168696403503418,0.4268226623535156
1790,0.9393439292907715,0.01101415790617466,0.9247816801071167,0.43074578046798706
1800,0.9327153563499451,0.0,0.9240623712539673,0.42190447449684143
1810,0.926283597946167,0.0010078808991238475,0.9250373244285583,0.4107450842857361
1820,0.9034261703491211,0.0,0.9218401908874512,0.4165511429309845
1830,0.9393273591995239,0.0,0.9258994460105896,0.4231458902359009
1840,0.9073586463928223,0.0,0.921533465385437,0.4143558144569397
1850,0.9381771087646484,0.0,0.9242900609970093,0.41557514667510986
1860,0.9288569092750549,0.0019712611101567745,0.916981041431427,0.4108639657497406
1870,0.9334602952003479,0.03662770986557007,0.9201611876487732,0.41919150948524475
1880,0.9225156307220459,0.015464945696294308,0.9244551658630371,0.4236467480659485
1890,0.9278494715690613,0.015090757049620152,0.9266549348831177,0.417469322681427
1900,0.9093947410583496,0.0,0.9252009391784668,0.42111480236053467
1910,0.9184984564781189,0.0,0.9276280403137207,0.42137089371681213
1920,0.9147089719772339,0.022006630897521973,0.923240602016449,0.43028396368026733
1930,0.9243350028991699,0.0,0.9275211691856384,0.4243667721748352
1940,0.894607424736023,0.0,0.9194638133049011,0.4148204028606415
1950,0.905370831489563,0.005941424518823624,0.9218748211860657,0.4236524701118469
1960,0.9152523875236511,0.060654547065496445,0.9265668988227844,0.44899842143058777
1970,0.9547695517539978,0.0,0.9292146563529968,0.4058128595352173
1980,0.9473735094070435,0.08690819144248962,0.9303344488143921,0.45510655641555786
1990,0.9407936334609985,0.004617137368768454,0.9310733675956726,0.4191405177116394
2000,0.9292226433753967,0.0,0.9277724027633667,0.4191863536834717
2010,0.9559273719787598,0.0,0.9276977777481079,0.41245001554489136
2020,0.9389441609382629,0.001635307096876204,0.926912784576416,0.4011287987232208
2030,0.9318233728408813,0.018466947600245476,0.9259001612663269,0.4243936240673065
2040,0.95071941614151,0.007050638552755117,0.9269102811813354,0.4273415505886078
2050,0.9491130709648132,0.001191960647702217,0.9316573143005371,0.4219230115413666
2060,0.9455274939537048,0.02641846053302288,0.9307061433792114,0.4280863106250763
2070,0.9388935565948486,0.0,0.9323957562446594,0.4247690439224243
2080,0.922162652015686,0.050713688135147095,0.9286434054374695,0.44117605686187744
2090,0.9433859586715698,0.0,0.9324455261230469,0.42513352632522583
2100,0.9472889304161072,0.0,0.9327316284179688,0.4219054579734802
2110,0.9484949111938477,0.016959333792328835,0.9340189099311829,0.4206387400627136
2120,0.9313711524009705,0.020323697477579117,0.9346862435340881,0.4335855543613434
2130,0.9515209794044495,0.0,0.9324847459793091,0.4123985767364502
2140,0.9132487773895264,0.0,0.9289517402648926,0.425212025642395
2150,0.9403346180915833,0.0,0.935338020324707,0.42613485455513
2160,0.9271966218948364,0.014370863325893879,0.935411274433136,0.42638111114501953
2170,0.9554393291473389,0.0,0.9415307641029358,0.42617881298065186
2180,0.9192176461219788,0.006223333068192005,0.9383609890937805,0.4294956922531128
2190,0.9028135538101196,0.0019374758703634143,0.935304582118988,0.4193648099899292
2200,0.9466532468795776,0.0,0.9356834888458252,0.415030837059021
2210,0.9239474534988403,0.0,0.9328616857528687,0.4137904644012451
2220,0.9339914917945862,0.0,0.9365125894546509,0.42743903398513794
2230,0.9558472037315369,0.004579603206366301,0.9369013905525208,0.42845869064331055
2240,0.9560461640357971,0.00949214305728674,0.93626469373703,0.42918479442596436
2250,0.9279675483703613,0.0,0.9390841126441956,0.4261538088321686
2260,0.9473719596862793,0.0,0.9376217126846313,0.41821420192718506
2270,0.9297100305557251,0.0012707575224339962,0.935414731502533,0.4166296720504761
2280,0.9296115040779114,0.01336618885397911,0.9358353614807129,0.4340673089027405
2290,0.9358035922050476,0.008620033040642738,0.9352344274520874,0.4217119812965393
2300,0.9440798163414001,0.005544828716665506,0.9357771873474121,0.4196323752403259
2310,0.924769401550293,0.0,0.9374759197235107,0.4222652316093445
2320,0.9487816691398621,0.0,0.9408184289932251,0.4239344000816345
2330,0.9428465366363525,0.028781577944755554,0.9437412023544312,0.43899622559547424
2340,0.9398423433303833,0.03791724517941475,0.9394069314002991,0.4352683126926422
2350,0.9299302697181702,0.0,0.940485954284668,0.4244990348815918
2360,0.9135047197341919,0.01699221320450306,0.9403181672096252,0.4335084557533264
2370,0.9363429546356201,0.018817991018295288,0.9342119693756104,0.4192875623703003
2380,0.9086835384368896,0.0,0.9333082437515259,0.42267072200775146
2390,0.9467686414718628,0.00864198338240385,0.9377779364585876,0.4314309358596802
2400,0.9542173147201538,0.013488260097801685,0.9413222074508667,0.42285242676734924
2410,0.9596150517463684,0.0131954625248909,0.9444777965545654,0.4218020439147949
2420,0.9326071739196777,0.031524717807769775,0.9432491064071655,0.4349730312824249
2430,0.9640443325042725,0.0,0.9468013048171997,0.42563432455062866
2440,0.952279806137085,0.0,0.9438623785972595,0.4208052158355713
2450,0.9400757551193237,0.0,0.941737174987793,0.42191755771636963
2460,0.9230278730392456,0.006734360009431839,0.9423664212226868,0.42763376235961914
2470,0.9634010195732117,0.0,0.9422723054885864,0.41241300106048584
2480,0.9527918100357056,0.03331419825553894,0.9425013065338135,0.43081510066986084
2490,0.9453181624412537,0.0010662979912012815,0.9451388120651245,0.42940717935562134
2500,0.9367228150367737,0.0,0.9437598586082458,0.4289228320121765
2510,0.9444842338562012,0.0340254008769989,0.946040689945221,0.4345981180667877
2520,0.9425251483917236,0.009893343783915043,0.9449717998504639,0.4265812635421753
2530,0.9338425397872925,0.0,0.9409493803977966,0.41358864307403564
2540,0.9238231182098389,0.0016829574014991522,0.9446741938591003,0.42925506830215454
2550,0.9376513957977295,0.018393445760011673,0.9471695423126221,0.4388875961303711
2560,0.9358298182487488,0.027347376570105553,0.9473389387130737,0.4435425102710724
2570,0.9492406249046326,0.0,0.9508478045463562,0.4251248836517334
2580,0.9572333097457886,0.0,0.9509676098823547,0.42203953862190247
2590,0.9609163999557495,0.0,0.9470226764678955,0.42473304271698
2600,0.9585766792297363,0.0,0.9462268352508545,0.4129921495914459
2610,0.9579688906669617,0.0,0.9516111016273499,0.42697152495384216
2620,0.9526733756065369,0.0,0.949254035949707,0.4323517084121704
2630,0.9354448914527893,0.0,0.9489367604255676,0.4285282790660858
2640,0.9583892226219177,0.0005325282691046596,0.9480127692222595,0.42009806632995605
2650,0.9622296094894409,0.0007986092823557556,0.9483684301376343,0.4308938682079315
2660,0.9652338027954102,0.03250831365585327,0.9482917189598083,0.44286981225013733
2670,0.953919529914856,0.0,0.9482100009918213,0.43236491084098816
2680,0.9532855749130249,0.0029809088446199894,0.9473596215248108,0.42689788341522217
2690,0.9241524934768677,0.0,0.9483771324157715,0.4333229959011078
2700,0.9357563853263855,0.00009171720739686862,0.9497482180595398,0.4285142123699188
2710,0.9524440169334412,0.02399575524032116,0.9512073397636414,0.4339107573032379
2720,0.9593977928161621,0.0324304923415184,0.9483649730682373,0.4336017072200775
2730,0.9498412013053894,0.0,0.9493838548660278,0.43353813886642456
2740,0.9483175277709961,0.0,0.95003741979599,0.4267328977584839
2750,0.961567223072052,0.0,0.9555605053901672,0.43289467692375183
2760,0.9484903812408447,0.015439299866557121,0.950084924697876,0.4333864748477936
2770,0.9604583382606506,0.0397375114262104,0.9513260126113892,0.43823766708374023
2780,0.9657655954360962,0.0462864525616169,0.9492841362953186,0.4468342363834381
2790,0.9606754779815674,0.0,0.9505511522293091,0.43058186769485474
2800,0.9588460922241211,0.002571727614849806,0.950758159160614,0.4281994700431824
2810,0.9619821310043335,0.0,0.9534949064254761,0.4307166635990143
2820,0.952722430229187,0.0,0.9525299668312073,0.42889463901519775
2830,0.9631143808364868,0.013957463204860687,0.9494905471801758,0.42337530851364136
2840,0.9552478194236755,0.009633629582822323,0.9503529071807861,0.4399576783180237
2850,0.9390143752098083,0.0,0.9529311656951904,0.4241780936717987
2860,0.9483196139335632,0.0,0.9528200030326843,0.428377628326416
2870,0.9674754738807678,0.010114450938999653,0.9538336396217346,0.43487748503685
2880,0.9556528329849243,0.0,0.9537041187286377,0.43326884508132935
2890,0.9454358220100403,0.02253064513206482,0.9497406482696533,0.4326164424419403
2900,0.9542461633682251,0.005648632533848286,0.9496439695358276,0.43266957998275757
2910,0.9486090540885925,0.0021723113022744656,0.9484657049179077,0.42750078439712524
2920,0.9565169215202332,0.02233809046447277,0.9554084539413452,0.4411576986312866
2930,0.9496737122535706,0.0216685738414526,0.9535276889801025,0.43418726325035095
2940,0.9560348987579346,0.028946995735168457,0.9521061778068542,0.43530264496803284
2950,0.9613322019577026,0.0150037482380867,0.9534491300582886,0.4390498697757721
2960,0.9570610523223877,0.02294168248772621,0.9520416259765625,0.4316461384296417
2970,0.9686741828918457,0.0,0.9531368017196655,0.4241292178630829
2980,0.9540257453918457,0.0,0.9535637497901917,0.42974141240119934
2990,0.9462985992431641,0.029069656506180763,0.9521194696426392,0.4360898435115814
3000,0.9498907327651978,0.0,0.9546079635620117,0.4361017942428589
3010,0.960744321346283,0.0,0.9544257521629333,0.4340505003929138
3020,0.9487850069999695,0.0,0.9514312148094177,0.42803508043289185
3030,0.9637854695320129,0.0179199930280447,0.9538165330886841,0.43594300746917725
3040,0.9762247800827026,0.01997014507651329,0.9568572044372559,0.44300615787506104
3050,0.9418479800224304,0.0,0.9550145864486694,0.43251293897628784
3060,0.9612556099891663,0.0,0.9582502245903015,0.4329933524131775
3070,0.964177668094635,0.01214500330388546,0.956175684928894,0.43537628650665283
3080,0.9565581679344177,0.0,0.9558963775634766,0.4270716607570648
3090,0.943042516708374,0.01543034054338932,0.9529223442077637,0.43334078788757324
3100,0.9393274188041687,0.02702884003520012,0.9544512033462524,0.44518011808395386
3110,0.9576355218887329,0.015020093880593777,0.9554979205131531,0.43482816219329834
3120,0.9501609206199646,0.0,0.9561589360237122,0.42906904220581055
3130,0.9631054401397705,0.02935778722167015,0.9571136832237244,0.44473791122436523
3140,0.9653366208076477,0.012131973169744015,0.9565001726150513,0.4314541518688202
3150,0.961520254611969,0.004249058198183775,0.9582289457321167,0.4330406188964844
3160,0.946528434753418,0.0,0.957034170627594,0.4271703064441681
3170,0.9442861080169678,0.0031143808737397194,0.9585961103439331,0.4364001750946045
3180,0.9633889198303223,0.0,0.9590471982955933,0.43293339014053345
3190,0.9375630021095276,0.010851980186998844,0.9557518362998962,0.44169893860816956
3200,0.9668840765953064,0.0,0.9586085677146912,0.43383529782295227
3210,0.9594952464103699,0.0,0.9578654766082764,0.43140602111816406
3220,0.9670658707618713,0.01975923962891102,0.9598921537399292,0.4412503242492676
3230,0.9692590832710266,0.010528668761253357,0.9610809087753296,0.44026443362236023
3240,0.9562382102012634,0.022353067994117737,0.9613562226295471,0.4440438151359558
3250,0.971718430519104,0.02084331400692463,0.9633163809776306,0.4467952251434326
3260,0.9553741812705994,0.012400691397488117,0.9608649015426636,0.4346591830253601
3270,0.9730068445205688,0.0,0.9586824774742126,0.4321155846118927
3280,0.9619965553283691,0.0,0.9624994397163391,0.4371244013309479
3290,0.9499256610870361,0.0,0.9623948335647583,0.4340404272079468
3300,0.9545642137527466,0.0,0.9638033509254456,0.43756037950515747
3310,0.9439219832420349,0.007968941703438759,0.9619110822677612,0.43724724650382996
3320,0.9562293291091919,0.0,0.9587178826332092,0.4357791841030121
3330,0.9631552696228027,0.0,0.9596694707870483,0.4320492744445801
3340,0.9479584693908691,0.0,0.9590250253677368,0.43216434121131897
3350,0.9561993479728699,0.04587901383638382,0.9602811336517334,0.4498598277568817
3360,0.9520860910415649,0.010717988014221191,0.9612465500831604,0.44291868805885315
3370,0.9706258177757263,0.0,0.9648606777191162,0.43705663084983826
3380,0.9730539917945862,0.04783305153250694,0.9643514156341553,0.4517402946949005
3390,0.9586873650550842,0.0060631087981164455,0.9628801941871643,0.43919122219085693
3400,0.9520792961120605,0.0,0.9610993266105652,0.4344319701194763
3410,0.9459834098815918,0.0,0.9596700072288513,0.4296867251396179
3420,0.9689273238182068,0.0,0.962705135345459,0.4329623579978943
3430,0.9568458199501038,0.0,0.9599759578704834,0.42821139097213745
3440,0.9718990325927734,0.01995762810111046,0.9603306651115417,0.44214338064193726
3450,0.9581764936447144,0.0,0.9621003866195679,0.43581053614616394
3460,0.9707977771759033,0.0005241141770966351,0.9601168036460876,0.42765942215919495
3470,0.9391553401947021,0.026617800816893578,0.9591551423072815,0.44574877619743347
3480,0.962995707988739,0.004098616074770689,0.9616175293922424,0.43652409315109253
3490,0.9698843955993652,0.00641965726390481,0.9594867825508118,0.42842528223991394
3500,0.9668557047843933,0.06169337034225464,0.9607023596763611,0.4515162706375122
3510,0.9463545083999634,0.00045050805783830583,0.9608021974563599,0.4392526149749756
3520,0.965531587600708,0.0,0.9644508361816406,0.43722909688949585
